GPA,AttendanceRate,AssignmentsCompleted,FailedCourses,CreditHoursEnrolled,StudyHoursPerWeek,LibraryVisitsMonth,FinancialAidStatus,FirstGenStudent,SemesterNumber,GPATrend,ExtracurricularCount,DropoutRisk
1.5,67.4044568500588,73.35627383985941,2,12.561604564012898,11.072473910503485,5,Yes,No,6,Declining,0,AT RISK
1.5995401740781336,53.37982442052732,47.30510405584708,1,15.615143872947513,2.1238888125692483,0,Yes,No,3,Declining,0,HIGH RISK
3.37618985757528,77.38979119501937,83.6542105822638,0,14.368591671461573,14.808745006650657,5,Yes,No,7,Stable,3,LOW RISK
2.82076626340107,77.32132380352682,85.00968736487025,0,14.403443829139624,19.3803015077834,7,No,No,7,Stable,5,LOW RISK
2.813198431638556,58.87576324473262,59.0668227473158,0,10.933771560724413,7.575660511996355,3,Yes,No,7,Declining,0,AT RISK
1.5276311889360519,65.34180190678063,56.43060274045555,3,9.655548881054722,4.785457972181054,0,Yes,Yes,7,Declining,0,HIGH RISK
3.1630424303044524,92.28941733543799,95.03544220721639,0,15.084504430218182,12.42467582474831,6,Yes,Yes,3,Declining,2,LOW RISK
2.5828702124628125,66.75681886030591,56.664297715785466,0,11.52665858853705,16.63773769620364,6,Yes,No,2,Declining,2,AT RISK
2.291162241006333,80.18405399849435,78.14275217513601,1,16.73682751817326,17.342716692403037,3,Yes,Yes,7,Stable,0,AT RISK
2.90088672721406,85.28608908044811,94.53147042652365,0,13.352173738790407,16.88172678293383,5,Yes,No,1,Stable,1,LOW RISK
3.1386683069705152,100.0,94.51818411253056,0,13.174319396470642,16.713175128714266,9,Yes,No,2,Stable,3,LOW RISK
2.656068284353058,76.33174185984804,69.58253276503075,3,11.431347083810746,11.771195170025075,3,Yes,No,5,Stable,2,AT RISK
3.2795585217642844,77.47799932817325,84.9114596158428,0,15.746227885958486,15.944645532628913,7,Yes,No,6,Improving,6,LOW RISK
2.3195138088431637,59.689580171846586,69.28425296643464,0,10.45289382656337,10.675717035967901,0,No,No,1,Declining,3,AT RISK
1.6555299028565356,52.385298949975315,56.38584902720373,5,7.312934464912683,8.23157751280337,0,No,Yes,7,Declining,1,HIGH RISK
3.336024588014629,98.10635222851282,86.03871787576084,0,15.749649657744033,14.31904588089449,6,No,No,7,Stable,1,LOW RISK
2.8515330987773786,81.09449613189935,74.79070268208828,2,14.148687647422523,16.29019385132664,1,No,No,6,Stable,3,AT RISK
2.8085655016880633,81.07986224994357,88.42418665289644,0,15.34397119265197,20.317675931595875,8,Yes,Yes,3,Stable,6,LOW RISK
1.9613390217595934,52.80707421143032,70.2694065561799,1,12.067353330840211,3.915772790651271,1,No,Yes,5,Declining,0,AT RISK
2.627277726921916,83.06092522853373,82.462485085725,2,16.819953934098777,15.496383578806501,3,No,No,3,Declining,2,AT RISK
2.4065074390873114,75.32819798943196,83.71389889427543,1,9.426683822564838,12.666636242194375,1,Yes,Yes,4,Improving,3,AT RISK
1.419853834235826,58.49712556690244,32.194742819110516,3,9.315347396696408,6.091674086450162,1,No,Yes,2,Declining,0,HIGH RISK
3.709853621371735,92.43052272428858,95.03908810761975,1,14.280994707838722,18.00200026013452,10,No,No,7,Stable,3,LOW RISK
1.6992976332840466,76.72140402425566,59.90451119592392,2,18.0,8.29624934078469,2,No,No,1,Stable,0,AT RISK
3.535041064830081,99.49410612095458,94.06721559714988,0,14.917202648568935,11.514423375511324,13,Yes,No,6,Improving,1,LOW RISK
3.942496011428329,88.74501159384327,82.51771301857012,0,14.548795031674606,16.844818789202055,5,No,Yes,5,Stable,0,LOW RISK
2.7574214718969707,85.74855464147832,85.57778883561923,0,13.928179487293695,22.053823286964402,6,No,No,1,Stable,0,LOW RISK
2.2166577629017175,64.81576760315156,80.68940318795768,1,13.165352787872504,10.170572925223981,5,Yes,Yes,8,Improving,0,AT RISK
3.6744205839993755,88.84021928702784,98.68609817041067,0,15.20523274450694,20.126979532502634,6,Yes,Yes,8,Improving,3,LOW RISK
1.6750939261082134,56.74381663985023,54.61132980560933,2,10.758678387070928,6.591355559267452,1,Yes,No,2,Improving,1,HIGH RISK
2.958804221994609,59.17886188866936,62.24719883403745,2,17.268872223304403,7.716644164598835,2,No,No,2,Declining,1,AT RISK
2.4,47.85319456767223,73.43558381003902,4,7.658870185807449,6.135061908058184,2,Yes,No,3,Declining,0,HIGH RISK
2.160631255599778,59.186795316649196,71.41064318709158,5,9.327501011527211,0.4333840852224373,1,Yes,Yes,4,Declining,0,HIGH RISK
3.3946011101048263,86.89394470994708,90.47030770989247,0,14.677634467274883,15.777722608208286,4,No,Yes,8,Improving,3,LOW RISK
2.0984120458838365,78.54478312910108,70.2298671701321,1,7.368666213040877,12.163653606369326,4,Yes,Yes,3,Improving,1,AT RISK
2.9266965949336896,86.19836423803659,93.90839690376684,0,17.554044732521906,23.51665035278999,7,Yes,No,5,Improving,3,LOW RISK
3.3018447535988518,83.61123059548562,88.34030649285094,0,15.823318265728435,20.692528082758848,9,Yes,No,5,Improving,2,LOW RISK
2.190287356136682,70.10256496045939,71.90281923177167,1,18.0,17.142523915244126,4,No,No,2,Declining,1,AT RISK
1.3109148526456864,43.99084455191894,62.83018139466767,1,7.486774976953427,5.124767202675302,1,No,Yes,8,Declining,1,HIGH RISK
2.3713084072755994,64.11784832698085,70.39080677006716,1,16.364687507944293,13.863641664515239,2,Yes,Yes,2,Stable,3,AT RISK
1.578167190055233,64.09046119461586,74.79749667488498,3,14.080300609959423,15.153544148638531,2,Yes,No,1,Stable,1,AT RISK
2.1613748281661387,64.65466181651969,81.41099228266711,1,13.08467637358811,11.3756259266418,7,Yes,Yes,6,Stable,1,AT RISK
1.2826154121475368,58.28373484043054,53.808795967570916,4,12.714249409776473,4.360658737721632,1,No,No,7,Declining,0,HIGH RISK
2.32109974385908,60.62355395730723,92.0,2,10.56225286053265,15.444580860817851,3,No,No,1,Stable,1,AT RISK
2.3250766553567837,72.72138053851667,71.06045607785784,1,14.763783465150617,10.629602418926428,4,Yes,No,1,Declining,0,AT RISK
2.4062316055238204,73.67862393606761,68.91970640557552,1,10.755145035899424,4.975668358391727,1,No,No,6,Improving,2,AT RISK
1.863419421492178,51.9589461863802,53.121177391348866,5,11.416290073165289,5.824679026732916,3,No,Yes,2,Declining,0,HIGH RISK
1.4699363064096502,48.762481837512674,52.9179652723585,4,10.228577264346168,7.986555731488878,0,Yes,Yes,8,Declining,0,HIGH RISK
3.3106148858696596,91.91853313551728,95.45257223205584,0,18.0,20.093580067608062,7,No,Yes,6,Stable,2,LOW RISK
1.7957149895399238,60.09709597084065,28.080134061873306,4,7.924207478147083,0.07019289628916603,1,No,No,2,Stable,0,HIGH RISK
2.6496360732736544,86.70762474320718,75.48450283651054,0,12.068060513838118,15.11153556573364,3,Yes,Yes,1,Declining,2,AT RISK
3.139265556879136,86.29090355296546,95.7996514116523,1,16.042531042632334,18.629033747141193,4,No,No,7,Declining,2,LOW RISK
3.0717270726593155,87.32758070192745,85.16158635471066,1,16.582828276996565,14.899863242305104,8,Yes,No,7,Improving,4,LOW RISK
3.4856374976520814,89.90105186036762,100.0,0,11.871276211615067,20.06606913759164,4,No,No,8,Improving,2,LOW RISK
3.409804069703577,88.89673090437553,95.76558807773097,0,15.643185959908086,17.274458387562856,6,Yes,No,1,Improving,3,LOW RISK
2.622250729117949,68.79922076727871,78.97730109558992,4,14.418326192466573,17.495374977077027,5,Yes,No,4,Stable,4,AT RISK
2.034745266429833,45.91963483792749,44.219845669339776,4,11.886441484998285,9.683068791343878,2,No,No,8,Declining,1,HIGH RISK
3.2920500258826513,87.86253540751323,89.08567638600029,0,15.700074351007773,11.776119894728371,6,Yes,Yes,5,Stable,1,LOW RISK
2.5,91.33928579056185,88.79905352911187,0,13.533244199443072,17.45658113444702,6,Yes,No,6,Stable,3,LOW RISK
3.0829917046269197,87.65375403243297,94.97728761200447,0,15.812111353308882,16.855325453248117,8,Yes,Yes,5,Stable,1,LOW RISK
3.5848413897053084,100.0,94.88968260306315,0,15.926812200696853,19.010359709516365,9,No,No,4,Improving,2,LOW RISK
2.9215173503677314,84.19602660206364,85.4759584415238,0,13.694224341228466,23.51935479896023,6,No,No,1,Improving,2,LOW RISK
3.644148106173386,96.94916303825109,90.97975325553429,0,14.10364704634955,15.523709053931166,7,Yes,No,7,Stable,1,LOW RISK
2.825655139528224,82.41191928823082,87.34130257408371,0,14.085648256746026,18.609739067496744,8,No,Yes,1,Improving,3,LOW RISK
0.9507129220200806,36.23180003703747,72.43531875527003,4,8.054930889032496,3.241316917157002,1,Yes,Yes,4,Stable,0,HIGH RISK
2.014879294412601,64.69988477135514,56.54559370079063,0,10.195079700126461,12.469277551396786,2,No,No,3,Improving,1,AT RISK
2.7927668653075566,71.5526493958478,85.4546698655934,0,9.239628672630053,8.65230957821962,1,No,No,7,Improving,2,AT RISK
3.159317355108241,76.15274759199626,87.655049289953,0,15.983402141324262,22.935268928357175,8,Yes,No,7,Stable,2,LOW RISK
2.716017281651888,60.49633302636634,73.59012467155385,1,12.545887152734416,3.0826812200143925,4,No,No,5,Stable,1,AT RISK
1.1622255803726385,57.87237982330525,34.08246505468419,4,7.787144912279683,7.844617984470049,1,Yes,Yes,1,Declining,0,HIGH RISK
4.0,97.30406771092701,86.51672992511305,0,16.14791465754714,13.300634766468253,6,Yes,Yes,2,Declining,3,LOW RISK
1.8672003495765694,41.48796531755556,75.0,5,5.692135065915952,5.255913545142363,0,Yes,Yes,8,Declining,0,HIGH RISK
3.2,64.25908518380227,87.77274386508468,2,17.637468393701642,12.988871921812775,5,Yes,Yes,6,Improving,3,AT RISK
3.5509201972179407,97.54898300981691,91.12786989203165,0,13.63191884676914,18.800059404686994,3,No,No,6,Improving,5,LOW RISK
3.782056928200495,90.77062473406187,92.954777899493,0,15.60313238730441,20.294748120010215,9,No,No,3,Stable,2,LOW RISK
1.7671456104797765,52.44802092532855,47.2636770763691,1,6.593826028380306,6.061930655191026,1,Yes,Yes,7,Declining,0,HIGH RISK
3.5229198083506437,89.02699580503327,98.25019738355886,0,13.783114321294212,14.633152215847964,9,No,No,4,Improving,4,LOW RISK
1.731125796369547,77.27289918837327,76.36904629675323,2,10.568873405782487,7.354879772388166,5,Yes,Yes,2,Declining,1,AT RISK
1.954525351237784,76.88364760214498,72.79429543230785,1,14.579750847894532,3.0,4,No,No,1,Improving,1,AT RISK
2.5801275307122893,69.87117584089356,70.1132160654636,4,14.898605434556458,6.317349879199244,5,Yes,Yes,7,Stable,1,AT RISK
2.4074159781156137,90.0,92.0,1,12.022779332069028,8.330463782559487,3,Yes,Yes,6,Declining,2,AT RISK
3.150920192071762,95.76092506408035,98.5755046205631,0,16.746997812752358,19.106891890353264,8,No,No,7,Stable,4,LOW RISK
1.6800580132161929,52.8352248836585,52.329253472955074,2,13.118324176691775,8.75473814804809,0,Yes,No,2,Declining,0,HIGH RISK
3.867112824663923,83.52726776617348,87.07554590123546,0,13.356898645486146,22.818697759974818,6,Yes,No,5,Stable,4,LOW RISK
2.370973405216324,73.49830728582666,88.18867589802213,0,12.992712121463013,9.090620566224663,3,Yes,No,3,Declining,1,AT RISK
1.9288193761488301,64.58037862762508,49.78014104474549,2,7.885445467827829,6.720301375063945,0,Yes,Yes,3,Declining,0,HIGH RISK
1.2112406758237952,57.821717147778855,52.4048194925163,1,12.172006765000047,2.8638780337459306,0,Yes,No,2,Improving,0,HIGH RISK
1.8229457315947277,66.1365919869994,61.06989584243746,0,11.355253778563148,11.732967641834874,2,No,No,4,Declining,2,AT RISK
3.501768337320485,78.73837144614751,80.01620261886126,1,15.447587769849457,15.503605150697158,5,No,No,5,Stable,1,LOW RISK
3.4073673516758207,93.31250012850735,91.26161467823472,0,14.594760011426004,21.97571902848661,7,No,No,7,Improving,4,LOW RISK
1.9840156723581703,48.6985191959378,60.48804485016693,3,9.090874537158776,0.9821890535440971,2,No,No,5,Declining,0,HIGH RISK
2.4398230390399864,63.844231455618214,87.53354922588203,0,15.60160610699917,3.8373960281731474,4,Yes,No,4,Improving,1,AT RISK
1.0018471270205098,71.48823759367173,46.17746175361952,2,15.241711985529673,9.289324578544623,1,Yes,Yes,5,Declining,0,HIGH RISK
2.2158372314012107,86.56789451090506,73.84634552353259,1,10.75916666757001,3.0,1,Yes,Yes,1,Declining,1,AT RISK
0.950608610097524,51.758135963832046,35.67397992591296,2,11.667193957309006,6.748484208368417,0,No,No,5,Stable,0,HIGH RISK
3.5038890006885928,87.55103157384906,93.20372388040805,0,17.300782411548262,18.6388709147284,12,No,No,5,Stable,5,LOW RISK
2.39081363987422,82.24639824830716,77.29250062159333,0,9.381955551855103,8.4648454168888,7,No,No,4,Stable,0,AT RISK
2.6760233359234666,75.50870534592714,84.29397618135322,1,14.135828582880572,10.607875714880848,2,Yes,No,7,Improving,2,AT RISK
3.529087424135236,91.98837096162542,99.95613141375713,0,12.517907585385004,21.06478403669643,4,Yes,No,2,Stable,4,LOW RISK
2.5259950141682004,48.212380727412985,84.00603408516268,1,16.19469130260493,7.448148253593514,3,No,No,7,Declining,2,AT RISK
3.072711726706611,88.93078771902813,89.641095406901,0,14.69027852223473,17.999523405763625,7,Yes,No,5,Stable,2,LOW RISK
3.5325053725614257,89.38659332537499,86.76992886544954,0,16.211296499728213,9.258812610660376,8,Yes,No,8,Stable,5,LOW RISK
3.8150159777031596,76.84904386527832,92.27917976942614,1,14.67489522839364,20.09024768350131,10,No,No,8,Declining,6,LOW RISK
2.1240849821083576,60.342293828330334,85.42775266667552,1,16.895960029701953,11.668011686782954,2,No,Yes,3,Stable,1,AT RISK
2.6959683040986198,82.00037445825913,76.7897810191565,1,11.62798744305708,3.0,4,No,Yes,4,Stable,2,AT RISK
2.830100725514617,97.41794032308485,93.48279458470898,0,13.780908064622352,16.685602247633774,3,Yes,No,1,Declining,3,LOW RISK
3.4698311251327354,100.0,90.94528602013477,0,13.441710315319678,15.231391151692439,9,Yes,Yes,5,Improving,2,LOW RISK
1.08094978512767,55.76094463196618,58.50440612052732,3,7.62323772167573,5.005738808062982,0,No,No,1,Declining,0,HIGH RISK
3.2,67.48108030777158,72.45669624120289,1,12.940955051453859,8.00796205359786,1,Yes,Yes,7,Stable,2,AT RISK
3.01778382375983,85.555196069771,90.8548263616545,0,13.224172235921252,15.061767612538114,6,Yes,No,2,Improving,6,LOW RISK
2.1907838281533656,83.4079144755454,79.0865054354742,0,14.310575449880075,11.203654782141891,3,Yes,No,4,Stable,4,AT RISK
3.3191229390264425,100.0,99.86518048633157,0,15.944624817598012,22.058581545757647,5,No,Yes,4,Stable,4,LOW RISK
2.3090689650742657,73.45520743065512,70.64444106848697,1,13.089608237145123,15.431293129667203,3,No,Yes,5,Declining,1,AT RISK
1.7011533108520334,59.23001163770641,30.83488595440003,3,11.175659886826336,4.784560571446896,1,No,No,4,Declining,0,HIGH RISK
3.0554863194686943,88.3636212006511,82.9241219185195,1,13.179087440763926,18.524083048314793,6,Yes,No,3,Improving,3,LOW RISK
1.8495331934328263,82.52450631614043,74.56687477298438,0,10.83256635891862,11.445074076669957,3,Yes,Yes,6,Improving,0,AT RISK
2.0600366988959498,86.65430154327721,60.95711337697256,1,11.00544469639305,8.613505224066204,7,Yes,No,3,Stable,0,AT RISK
2.7111751070321226,72.01467371442111,68.8065868911887,0,11.500876221372671,16.139667139500332,2,No,No,2,Declining,0,AT RISK
1.6733359585923582,59.21701986151332,70.78628898147808,0,11.816191546114506,12.200700197138083,4,Yes,No,4,Declining,1,AT RISK
3.5243630262392016,86.31134759500569,90.39907554112028,0,15.784618506003591,15.923370708825239,11,Yes,No,4,Stable,3,LOW RISK
2.161585380060987,77.97429535528887,62.7680285966022,2,15.508283282037254,6.168900710302414,0,No,No,8,Improving,3,AT RISK
2.5583060606100494,66.57490092285266,77.42956267455305,1,10.928991945629372,12.995657603857659,1,Yes,Yes,4,Stable,3,AT RISK
3.057566469636453,81.22158881595455,99.04270267613887,0,16.072743601141028,21.306566141559586,11,Yes,No,8,Declining,3,LOW RISK
1.8239113979146502,59.903461704985,50.31874857719222,1,7.823445086674253,0.0,0,No,Yes,8,Declining,0,HIGH RISK
3.5428450286046984,80.0966376014794,90.08518098171673,0,15.427302965235626,16.976277753320986,11,No,No,7,Improving,1,LOW RISK
1.2623639756019502,38.99480275795014,62.87658699375678,5,9.615614756740657,8.733646972289176,1,Yes,No,5,Declining,0,HIGH RISK
1.6620478508647576,73.22581068680473,62.44910224831981,2,11.57659701977283,10.466736773927575,5,No,Yes,8,Improving,0,AT RISK
2.5058165504408265,69.06462065712782,88.05718643394266,0,11.817231466598694,18.677125200577837,3,No,Yes,7,Declining,4,AT RISK
3.0464570255195467,87.72311392300341,82.91724226282182,0,15.50059179534281,19.927134831445137,2,No,Yes,8,Declining,1,LOW RISK
3.9110707287594035,83.17568527337302,90.53297681792318,0,16.172043333543765,18.690200767216762,4,No,No,8,Stable,3,LOW RISK
3.3893944498203132,87.32300821690725,95.90659779520172,0,15.494969191435285,16.10261823238611,5,No,No,5,Improving,0,LOW RISK
2.0777178280880246,27.80569812372962,43.31052416435276,2,10.417670195390848,3.2567980998199286,2,Yes,Yes,4,Declining,1,HIGH RISK
1.4609105753876122,45.535106105743814,42.15533543206193,3,13.345390755498446,6.038440831857204,1,Yes,Yes,1,Declining,0,HIGH RISK
2.0145634379917117,69.7611274464379,57.304730507052305,1,15.68906698504415,12.824813276606973,5,Yes,Yes,8,Stable,2,AT RISK
0.5931078493478659,44.49477037600452,37.359380307265766,1,5.505154572026041,4.591592453399079,1,Yes,No,8,Improving,2,HIGH RISK
1.2240846766660383,64.70434271709686,60.472799750632326,6,7.59006142477865,1.1068579261548845,1,No,No,3,Declining,0,HIGH RISK
2.495388063565819,74.61618434546202,73.46840194277418,4,11.925417942130366,3.0,5,Yes,No,4,Stable,0,AT RISK
2.8484553380041406,73.53749528808478,67.24199146571505,4,11.811691455794527,12.710707084039718,8,No,Yes,2,Improving,1,AT RISK
3.7308732996144096,77.0084269607668,89.7440579370888,0,13.790898661875293,17.321327364875113,9,Yes,No,5,Stable,2,LOW RISK
3.474581725907771,81.01152171482846,100.0,0,14.823188903127607,20.839716516802106,7,No,No,2,Declining,0,LOW RISK
3.3238645287665567,74.01259520827524,86.9335301768509,0,14.451996070481293,18.408299664989535,6,No,No,1,Stable,6,LOW RISK
3.2,88.18378476891313,82.34917347426753,0,12.64689544732867,12.76763568865681,4,No,No,2,Declining,1,AT RISK
2.409987945352786,90.0,60.81332771971341,1,14.207121864370272,7.7237894275247765,4,Yes,No,1,Declining,1,AT RISK
2.045284130017687,35.54460531690073,52.49038449492921,3,11.664601720643464,7.354476105645482,1,Yes,Yes,6,Declining,0,HIGH RISK
1.3198740400956939,48.106985174128056,42.543132854576136,2,10.012003780709787,6.163482026026876,3,Yes,No,5,Declining,0,HIGH RISK
2.842192540936846,71.09180166624614,65.00322317716996,1,10.720544280828396,14.610712570796993,3,Yes,No,3,Stable,0,AT RISK
1.4059043499847435,58.11969688850076,56.36011890983888,3,5.6291873634378105,9.125537172821732,2,Yes,No,8,Stable,1,HIGH RISK
3.5484583493485236,99.1615354425748,92.13748969959246,0,13.769734681430961,28.27962814190134,7,No,Yes,1,Stable,2,LOW RISK
